Datetime,Open,High,Low,Close,Adj Close,Volume,Datetime_UTC,measurement,tag
2021-05-05 08:00:00-04:00,13619.0,13653.25,13593.25,13622.0,13622.0,21950,2021-05-05 12:00:00,commodity_data_try2,Nasdaq_Futures
2021-05-05 09:00:00-04:00,13622.25,13665.5,13590.0,13595.5,13595.5,77749,2021-05-05 13:00:00,commodity_data_try2,Nasdaq_Futures
2021-05-05 10:00:00-04:00,13596.5,13621.0,13529.25,13614.25,13614.25,97642,2021-05-05 14:00:00,commodity_data_try2,Nasdaq_Futures
2021-05-05 11:00:00-04:00,13617.0,13630.0,13575.5,13626.0,13626.0,51795,2021-05-05 15:00:00,commodity_data_try2,Nasdaq_Futures
2021-05-05 12:00:00-04:00,13626.5,13631.5,13566.0,13570.5,13570.5,36754,2021-05-05 16:00:00,commodity_data_try2,Nasdaq_Futures
2021-05-05 13:00:00-04:00,13570.5,13595.5,13549.0,13572.25,13572.25,34114,2021-05-05 17:00:00,commodity_data_try2,Nasdaq_Futures
2021-05-05 14:00:00-04:00,13572.75,13576.5,13539.75,13542.75,13542.75,38789,2021-05-05 18:00:00,commodity_data_try2,Nasdaq_Futures
2021-05-05 15:00:00-04:00,13542.25,13548.75,13462.75,13493.5,13493.5,79756,2021-05-05 19:00:00,commodity_data_try2,Nasdaq_Futures
2021-05-05 16:00:00-04:00,13493.5,13502.0,13476.0,13483.5,13483.5,9103,2021-05-05 20:00:00,commodity_data_try2,Nasdaq_Futures
2021-05-05 18:00:00-04:00,13484.0,13496.25,13471.5,13472.0,13472.0,0,2021-05-05 22:00:00,commodity_data_try2,Nasdaq_Futures
2021-05-05 19:00:00-04:00,13473.25,13502.0,13473.0,13500.0,13500.0,3497,2021-05-05 23:00:00,commodity_data_try2,Nasdaq_Futures
2021-05-05 20:00:00-04:00,13500.0,13526.5,13497.25,13515.0,13515.0,4788,2021-05-06 00:00:00,commodity_data_try2,Nasdaq_Futures
2021-05-05 21:00:00-04:00,13515.0,13529.25,13511.5,13522.25,13522.25,4128,2021-05-06 01:00:00,commodity_data_try2,Nasdaq_Futures
2021-05-05 22:00:00-04:00,13522.5,13524.5,13455.5,13471.0,13471.0,7361,2021-05-06 02:00:00,commodity_data_try2,Nasdaq_Futures
2021-05-05 23:00:00-04:00,13469.5,13477.25,13451.0,13474.5,13474.5,5696,2021-05-06 03:00:00,commodity_data_try2,Nasdaq_Futures
2021-05-06 00:00:00-04:00,13473.0,13482.75,13459.75,13473.75,13473.75,3286,2021-05-06 04:00:00,commodity_data_try2,Nasdaq_Futures
2021-05-06 01:00:00-04:00,13473.5,13511.5,13473.5,13509.0,13509.0,3719,2021-05-06 05:00:00,commodity_data_try2,Nasdaq_Futures
2021-05-06 02:00:00-04:00,13508.5,13521.75,13498.5,13520.5,13520.5,3745,2021-05-06 06:00:00,commodity_data_try2,Nasdaq_Futures
