Datetime,Open,High,Low,Close,Adj Close,Volume
2023-03-12 19:37:00-04:00,12002.5,12014.0,12002.5,12008.75,12008.75,190
2023-03-12 19:38:00-04:00,12008.75,12013.0,12006.75,12008.5,12008.5,118
2023-03-12 19:39:00-04:00,12008.25,12011.75,12007.75,12008.5,12008.5,53
2023-03-12 19:40:00-04:00,12009.25,12009.25,11995.75,11995.75,11995.75,130
2023-03-12 19:41:00-04:00,11995.5,12004.0,11992.25,12003.25,12003.25,184
2023-03-12 19:42:00-04:00,12002.5,12002.5,11997.0,11999.75,11999.75,61
2023-03-12 19:43:00-04:00,11998.25,12000.25,11997.25,11999.5,11999.5,43
2023-03-12 19:44:00-04:00,12001.25,12001.25,11987.5,11989.75,11989.75,192
2023-03-12 19:45:00-04:00,11991.75,12000.25,11990.0,11998.5,11998.5,106
2023-03-12 19:46:00-04:00,11999.5,11999.75,11985.25,11994.0,11994.0,163
2023-03-12 19:47:00-04:00,11994.75,11994.75,11987.0,11991.0,11991.0,79
2023-03-12 19:48:00-04:00,11991.25,11997.25,11989.0,11989.0,11989.0,83
2023-03-12 19:49:00-04:00,11989.75,11998.5,11986.0,11997.25,11997.25,92
2023-03-12 19:50:00-04:00,11999.25,12023.25,11997.25,12009.5,12009.5,392
2023-03-12 19:51:00-04:00,12011.5,12019.5,12008.25,12013.75,12013.75,180
2023-03-12 19:52:00-04:00,12011.5,12013.0,12004.75,12009.75,12009.75,115
2023-03-12 19:53:00-04:00,12010.0,12012.25,12005.75,12007.0,12007.0,73
2023-03-12 19:54:00-04:00,12005.5,12007.75,11998.25,12001.0,12001.0,94
2023-03-12 19:55:00-04:00,12000.75,12004.5,11996.5,11999.5,11999.5,108
2023-03-12 19:56:00-04:00,11999.5,12002.0,11993.5,11997.0,11997.0,85
2023-03-12 19:57:00-04:00,11995.0,12000.5,11988.5,11993.0,11993.0,209
2023-03-12 19:58:00-04:00,11992.75,12005.25,11990.5,12002.5,12002.5,169
2023-03-12 19:59:00-04:00,12001.0,12001.0,11990.0,11990.5,11990.5,154
2023-03-12 20:00:00-04:00,11990.0,12000.25,11987.0,11995.75,11995.75,319
2023-03-12 20:01:00-04:00,11996.5,12007.0,11992.0,11992.25,11992.25,169
2023-03-12 20:02:00-04:00,11992.0,12003.25,11991.0,12001.75,12001.75,146
2023-03-12 20:03:00-04:00,12001.75,12012.0,11999.0,12003.75,12003.75,153
2023-03-12 20:04:00-04:00,12004.25,12009.75,11997.75,12000.5,12000.5,120
2023-03-12 20:05:00-04:00,11999.5,12004.0,11997.75,12000.5,12000.5,99
2023-03-12 20:06:00-04:00,11999.25,12001.25,11997.5,11999.5,11999.5,39
2023-03-12 20:07:00-04:00,12000.25,12003.0,11997.0,11998.75,11998.75,71
2023-03-12 20:08:00-04:00,11999.5,11999.5,11991.0,11996.25,11996.25,149
2023-03-12 20:09:00-04:00,11995.25,12005.0,11995.25,12003.25,12003.25,140
2023-03-12 20:10:00-04:00,12002.5,12015.0,12002.5,12010.75,12010.75,232
2023-03-12 20:11:00-04:00,12010.25,12015.25,12004.25,12009.0,12009.0,338
2023-03-12 20:12:00-04:00,12007.75,12015.0,12006.5,12014.0,12014.0,121
2023-03-12 20:13:00-04:00,12011.75,12015.0,12008.25,12012.0,12012.0,121
2023-03-12 20:14:00-04:00,12010.75,12013.0,12004.25,12004.25,12004.25,110
2023-03-12 20:15:00-04:00,12005.5,12009.5,12001.0,12004.75,12004.75,172
2023-03-12 20:16:00-04:00,12004.0,12010.25,12003.5,12004.75,12004.75,93
2023-03-12 20:17:00-04:00,12002.5,12005.5,11997.75,12000.75,12000.75,125
2023-03-12 20:18:00-04:00,12000.75,12003.0,11996.0,11999.5,11999.5,172
2023-03-12 20:19:00-04:00,11998.0,12011.5,11996.0,12006.5,12006.5,216
2023-03-12 20:20:00-04:00,12006.5,12009.0,12001.0,12006.0,12006.0,100
2023-03-12 20:21:00-04:00,12004.75,12015.0,12004.0,12007.25,12007.25,130
2023-03-12 20:22:00-04:00,12007.25,12010.75,12001.0,12008.5,12008.5,160
2023-03-12 20:23:00-04:00,12008.25,12012.5,12003.25,12009.0,12009.0,168
2023-03-12 20:24:00-04:00,12008.0,12008.75,12002.0,12007.0,12007.0,123
2023-03-12 20:25:00-04:00,12004.75,12008.25,11997.5,12004.75,12004.75,151
2023-03-12 20:26:00-04:00,12003.75,12005.5,11999.5,12004.0,12004.0,66
2023-03-12 20:27:00-04:00,12004.5,12015.0,12004.5,12013.75,12013.75,204
2023-03-12 20:28:00-04:00,12013.75,12017.75,12009.75,12014.0,12014.0,203
2023-03-12 20:29:00-04:00,12013.75,12018.75,12012.25,12017.5,12017.5,157
2023-03-12 20:30:00-04:00,12016.0,12019.75,12011.25,12018.0,12018.0,150
2023-03-12 20:31:00-04:00,12017.0,12020.0,12016.5,12018.25,12018.25,125
2023-03-12 20:32:00-04:00,12018.25,12019.0,12012.25,12014.0,12014.0,98
2023-03-12 20:33:00-04:00,12014.0,12015.25,12012.0,12013.25,12013.25,52
2023-03-12 20:34:00-04:00,12015.25,12022.0,12014.75,12018.25,12018.25,88
2023-03-12 20:35:00-04:00,12016.0,12018.0,12012.25,12016.5,12016.5,84
2023-03-12 20:36:00-04:00,12014.0,12016.0,12006.25,12015.25,12015.25,194
2023-03-12 20:37:00-04:00,12015.25,12015.25,12007.5,12007.5,12007.5,245
2023-03-12 20:38:00-04:00,12008.5,12010.25,12002.0,12003.5,12003.5,190
2023-03-12 20:39:00-04:00,12004.0,12005.5,12001.0,12005.5,12005.5,100
2023-03-12 20:40:00-04:00,12004.5,12004.5,11997.25,11997.25,11997.25,167
2023-03-12 20:41:00-04:00,11997.0,12000.0,11993.0,11998.0,11998.0,155
2023-03-12 20:42:00-04:00,11997.75,12003.25,11997.25,12000.5,12000.5,171
2023-03-12 20:43:00-04:00,12002.0,12002.5,11994.5,11995.25,11995.25,231
2023-03-12 20:44:00-04:00,11995.25,12003.0,11991.5,11994.25,11994.25,178
2023-03-12 20:45:00-04:00,11994.75,11995.75,11989.25,11992.5,11992.5,160
2023-03-12 20:46:00-04:00,11992.75,11999.25,11990.0,11991.75,11991.75,358
2023-03-12 20:47:00-04:00,11990.25,11990.25,11982.0,11987.5,11987.5,265
2023-03-12 20:48:00-04:00,11986.0,11986.0,11979.25,11980.75,11980.75,123
2023-03-12 20:49:00-04:00,11980.75,11992.0,11978.75,11990.75,11990.75,342
2023-03-12 20:50:00-04:00,11991.75,11992.75,11985.0,11987.25,11987.25,128
2023-03-12 20:51:00-04:00,11986.75,11986.75,11982.5,11982.5,11982.5,60
2023-03-12 20:52:00-04:00,11983.5,11989.0,11983.5,11989.0,11989.0,40
2023-03-12 20:53:00-04:00,11988.25,11989.0,11985.75,11987.25,11987.25,123
2023-03-12 20:54:00-04:00,11985.75,11989.5,11982.0,11988.75,11988.75,88
2023-03-12 20:55:00-04:00,11989.75,11991.0,11983.0,11983.0,11983.0,73
2023-03-12 20:56:00-04:00,11984.75,11991.0,11983.75,11985.0,11985.0,91
2023-03-12 20:57:00-04:00,11984.5,11990.5,11984.0,11989.0,11989.0,50
2023-03-12 20:58:00-04:00,11989.0,11989.0,11983.5,11983.75,11983.75,58
2023-03-12 20:59:00-04:00,11985.0,11991.0,11983.25,11985.25,11985.25,130
2023-03-12 21:00:00-04:00,11986.5,11988.5,11981.25,11981.5,11981.5,128
2023-03-12 21:01:00-04:00,11982.75,11983.5,11973.5,11981.5,11981.5,238
2023-03-12 21:02:00-04:00,11981.5,11986.25,11979.75,11986.0,11986.0,75
2023-03-12 21:03:00-04:00,11986.5,11998.75,11986.0,11997.5,11997.5,239
2023-03-12 21:04:00-04:00,11997.0,11997.25,11991.0,11994.0,11994.0,144
2023-03-12 21:05:00-04:00,11992.5,11993.0,11988.25,11989.5,11989.5,90
2023-03-12 21:06:00-04:00,11990.5,11991.0,11986.5,11988.0,11988.0,64
2023-03-12 21:07:00-04:00,11989.75,11991.75,11987.5,11987.5,11987.5,79
2023-03-12 21:08:00-04:00,11988.5,11989.75,11986.75,11987.5,11987.5,26
2023-03-12 21:09:00-04:00,11977.0,11979.75,11975.5,11976.25,11976.25,348
2023-03-12 21:10:00-04:00,11975.0,11975.5,11965.25,11968.0,11968.0,381
2023-03-12 21:11:00-04:00,11967.25,11970.0,11965.25,11966.75,11966.75,87
2023-03-12 21:12:00-04:00,11966.5,11967.0,11960.0,11961.75,11961.75,232
2023-03-12 21:13:00-04:00,11960.5,11967.0,11960.5,11965.25,11965.25,118
2023-03-12 21:14:00-04:00,11964.0,11964.0,11956.5,11959.25,11959.25,143
2023-03-12 21:15:00-04:00,11959.0,11966.5,11958.0,11965.75,11965.75,201
2023-03-12 21:16:00-04:00,11964.25,11965.0,11959.5,11961.0,11961.0,118
2023-03-12 21:17:00-04:00,11958.75,11961.25,11956.0,11958.0,11958.0,110
2023-03-12 21:18:00-04:00,11960.25,11964.25,11956.0,11956.5,11956.5,89
2023-03-12 21:20:00-04:00,11958.75,11961.75,11956.0,11960.75,11960.75,205
2023-03-12 21:21:00-04:00,11959.75,11961.0,11959.0,11960.5,11960.5,75
2023-03-12 21:22:00-04:00,11960.5,11961.0,11955.75,11958.25,11958.25,96
2023-03-12 21:23:00-04:00,11957.25,11958.25,11953.25,11955.75,11955.75,108
2023-03-12 21:24:00-04:00,11956.5,11958.0,11950.0,11954.0,11954.0,158
2023-03-12 21:25:00-04:00,11954.75,11964.75,11954.5,11963.25,11963.25,117
2023-03-12 21:26:00-04:00,11961.75,11969.25,11961.75,11967.25,11967.25,128
2023-03-12 21:27:00-04:00,11968.0,11970.75,11957.75,11958.5,11958.5,117
2023-03-12 21:28:00-04:00,11958.0,11965.75,11957.0,11964.25,11964.25,158
2023-03-12 21:29:00-04:00,11964.0,11966.75,11956.25,11962.75,11962.75,89
2023-03-12 21:30:00-04:00,11963.5,11968.0,11962.0,11963.25,11963.25,101
2023-03-12 21:31:00-04:00,11963.75,11964.75,11960.0,11961.25,11961.25,64
2023-03-12 21:32:00-04:00,11960.5,11960.5,11956.0,11957.25,11957.25,83
2023-03-12 21:33:00-04:00,11958.5,11966.25,11958.5,11960.0,11960.0,92
2023-03-12 21:34:00-04:00,11959.5,11962.5,11958.75,11961.0,11961.0,52
2023-03-12 21:35:00-04:00,11961.25,11964.0,11957.5,11957.5,11957.5,64
2023-03-12 21:36:00-04:00,11957.0,11959.25,11952.25,11957.5,11957.5,153
2023-03-12 21:37:00-04:00,11958.0,11960.75,11953.25,11953.75,11953.75,77
2023-03-12 21:38:00-04:00,11956.25,11959.75,11955.5,11959.25,11959.25,50
2023-03-12 21:39:00-04:00,11959.75,11962.75,11956.5,11962.75,11962.75,103
2023-03-12 21:40:00-04:00,11962.75,11972.25,11962.0,11968.5,11968.5,192
2023-03-12 21:41:00-04:00,11968.75,11971.25,11967.0,11967.0,11967.0,101
2023-03-12 21:42:00-04:00,11967.75,11971.75,11967.0,11971.25,11971.25,96
2023-03-12 21:43:00-04:00,11971.5,11983.5,11970.5,11982.25,11982.25,260
2023-03-12 21:44:00-04:00,11982.25,11985.5,11979.5,11980.0,11980.0,128
2023-03-12 21:45:00-04:00,11980.75,11982.75,11976.75,11979.0,11979.0,87
2023-03-12 21:46:00-04:00,11978.25,11980.0,11975.0,11978.0,11978.0,75
2023-03-12 21:47:00-04:00,11979.0,11984.25,11979.0,11983.0,11983.0,88
2023-03-12 21:48:00-04:00,11984.25,11993.5,11984.25,11992.0,11992.0,155
2023-03-12 21:49:00-04:00,11991.25,11994.5,11985.5,11987.5,11987.5,139
2023-03-12 21:50:00-04:00,11987.5,11989.25,11983.75,11984.5,11984.5,114
2023-03-12 21:51:00-04:00,11981.0,11982.5,11976.75,11976.75,11976.75,77
2023-03-12 21:52:00-04:00,11976.0,11982.25,11975.25,11978.5,11978.5,119
2023-03-12 21:53:00-04:00,11976.5,11980.5,11976.25,11977.0,11977.0,81
2023-03-12 21:54:00-04:00,11977.75,11977.75,11973.75,11975.75,11975.75,86
2023-03-12 21:55:00-04:00,11976.25,11980.25,11975.75,11978.5,11978.5,60
2023-03-12 21:56:00-04:00,11976.5,11979.5,11974.5,11976.0,11976.0,55
2023-03-12 21:57:00-04:00,11974.75,11974.75,11966.0,11966.0,11966.0,144
2023-03-12 21:58:00-04:00,11965.5,11970.0,11962.75,11969.0,11969.0,124
2023-03-12 21:59:00-04:00,11970.25,11979.75,11968.5,11977.0,11977.0,115
2023-03-12 22:00:00-04:00,11977.25,11978.25,11970.25,11973.5,11973.5,82
2023-03-12 22:01:00-04:00,11971.75,11978.5,11970.25,11977.75,11977.75,62
2023-03-12 22:02:00-04:00,11978.25,11996.25,11978.25,11989.25,11989.25,238
2023-03-12 22:03:00-04:00,11989.5,11994.75,11985.0,11988.75,11988.75,130
2023-03-12 22:04:00-04:00,11988.75,11990.5,11987.0,11990.5,11990.5,78
2023-03-12 22:05:00-04:00,11990.25,11998.25,11989.25,11995.0,11995.0,209
2023-03-12 22:06:00-04:00,11996.75,11998.0,11992.75,11997.0,11997.0,114
2023-03-12 22:07:00-04:00,11997.25,11997.25,11985.75,11989.0,11989.0,80
2023-03-12 22:08:00-04:00,11990.5,11992.0,11988.25,11989.5,11989.5,59
2023-03-12 22:09:00-04:00,11990.25,11993.5,11989.0,11991.25,11991.25,73
2023-03-12 22:10:00-04:00,11992.25,11992.25,11988.25,11989.75,11989.75,51
2023-03-12 22:11:00-04:00,11988.25,11992.0,11983.0,11988.25,11988.25,95
2023-03-12 22:12:00-04:00,11990.25,11992.75,11988.0,11992.75,11992.75,55
2023-03-12 22:13:00-04:00,11993.5,11996.75,11988.75,11993.25,11993.25,79
2023-03-12 22:14:00-04:00,11994.5,11997.5,11994.25,11995.0,11995.0,78
2023-03-12 22:15:00-04:00,11995.5,11995.75,11992.75,11993.5,11993.5,63
2023-03-12 22:16:00-04:00,11993.5,11995.0,11986.0,11988.75,11988.75,88
2023-03-12 22:17:00-04:00,11990.5,11996.75,11987.75,11995.75,11995.75,79
2023-03-12 22:18:00-04:00,11995.0,11997.25,11994.5,11995.5,11995.5,78
2023-03-12 22:19:00-04:00,11997.0,12003.25,11995.0,12001.5,12001.5,305
2023-03-12 22:20:00-04:00,12001.0,12004.0,11997.75,12003.75,12003.75,137
2023-03-12 22:21:00-04:00,12003.75,12009.0,12000.5,12006.25,12006.25,265
2023-03-12 22:22:00-04:00,12007.0,12009.0,12006.5,12008.25,12008.25,128
2023-03-12 22:23:00-04:00,12007.25,12013.0,12005.75,12012.25,12012.25,180
2023-03-12 22:24:00-04:00,12013.25,12015.0,12008.75,12013.0,12013.0,243
2023-03-12 22:25:00-04:00,12012.0,12014.5,12010.75,12014.5,12014.5,103
2023-03-12 22:26:00-04:00,12013.75,12018.75,12013.75,12018.75,12018.75,103
2023-03-12 22:27:00-04:00,12018.0,12024.0,12015.0,12019.75,12019.75,222
2023-03-12 22:28:00-04:00,12020.25,12025.75,12020.25,12023.25,12023.25,212
2023-03-12 22:29:00-04:00,12022.75,12023.5,12016.25,12018.0,12018.0,139
2023-03-12 22:30:00-04:00,12019.0,12022.75,12018.25,12021.5,12021.5,138
2023-03-12 22:31:00-04:00,12019.75,12022.0,12018.0,12022.0,12022.0,51
2023-03-12 22:32:00-04:00,12021.75,12045.75,12021.75,12040.75,12040.75,624
2023-03-12 22:33:00-04:00,12040.75,12045.5,12038.5,12043.25,12043.25,230
2023-03-12 22:34:00-04:00,12042.0,12042.0,12031.0,12034.75,12034.75,331
2023-03-12 22:35:00-04:00,12034.0,12050.0,12027.75,12045.5,12045.5,534
2023-03-12 22:36:00-04:00,12046.75,12046.75,12028.0,12028.0,12028.0,235
2023-03-12 22:37:00-04:00,12030.0,12040.0,12030.0,12037.0,12037.0,135
2023-03-12 22:38:00-04:00,12035.75,12040.5,12034.75,12037.75,12037.75,78
2023-03-12 22:39:00-04:00,12035.0,12036.0,12030.25,12033.25,12033.25,133
2023-03-12 22:40:00-04:00,12033.25,12033.25,12021.25,12027.25,12027.25,244
2023-03-12 22:41:00-04:00,12027.75,12034.5,12027.75,12033.0,12033.0,88
2023-03-12 22:42:00-04:00,12033.75,12038.25,12031.75,12037.0,12037.0,101
2023-03-12 22:43:00-04:00,12036.25,12042.75,12035.75,12040.75,12040.75,100
2023-03-12 22:44:00-04:00,12039.75,12042.75,12037.0,12039.75,12039.75,106
2023-03-12 22:45:00-04:00,12038.5,12039.25,12030.0,12032.5,12032.5,127
2023-03-12 22:46:00-04:00,12030.75,12036.75,12026.75,12036.0,12036.0,120
2023-03-12 22:47:00-04:00,12035.75,12039.0,12031.75,12037.0,12037.0,175
2023-03-12 22:48:00-04:00,12037.5,12050.0,12035.0,12045.5,12045.5,263
2023-03-12 22:49:00-04:00,12046.0,12046.0,12032.5,12034.75,12034.75,237
2023-03-12 22:50:00-04:00,12035.75,12043.75,12035.75,12041.25,12041.25,116
2023-03-12 22:51:00-04:00,12039.75,12043.0,12039.25,12043.0,12043.0,37
2023-03-12 22:52:00-04:00,12042.25,12043.75,12038.5,12043.0,12043.0,58
2023-03-12 22:53:00-04:00,12044.25,12051.25,12044.25,12051.25,12051.25,188
2023-03-12 22:54:00-04:00,12050.5,12050.5,12044.25,12046.75,12046.75,140
2023-03-12 22:55:00-04:00,12049.0,12051.75,12045.0,12051.75,12051.75,78
2023-03-12 22:56:00-04:00,12051.0,12051.0,12042.25,12050.0,12050.0,139
2023-03-12 22:57:00-04:00,12049.25,12051.0,12045.5,12047.0,12047.0,71
2023-03-12 22:58:00-04:00,12049.0,12052.0,12044.75,12046.0,12046.0,131
2023-03-12 22:59:00-04:00,12045.5,12050.5,12044.75,12050.5,12050.5,111
2023-03-12 23:00:00-04:00,12050.75,12052.75,12045.0,12047.75,12047.75,153
2023-03-12 23:01:00-04:00,12046.25,12050.5,12044.75,12049.75,12049.75,62
2023-03-12 23:02:00-04:00,12050.25,12050.25,12044.0,12046.75,12046.75,85
2023-03-12 23:03:00-04:00,12048.25,12050.25,12047.0,12048.5,12048.5,54
2023-03-12 23:04:00-04:00,12049.75,12052.0,12047.5,12050.0,12050.0,52
2023-03-12 23:05:00-04:00,12050.5,12050.5,12043.25,12045.25,12045.25,77
2023-03-12 23:06:00-04:00,12046.75,12050.5,12045.5,12047.25,12047.25,82
2023-03-12 23:07:00-04:00,12048.0,12049.0,12045.25,12047.5,12047.5,71
2023-03-12 23:08:00-04:00,12048.5,12051.0,12046.75,12050.0,12050.0,98
2023-03-12 23:09:00-04:00,12049.0,12065.0,12048.75,12057.75,12057.75,351
2023-03-12 23:10:00-04:00,12058.25,12061.0,12057.25,12061.0,12061.0,128
2023-03-12 23:11:00-04:00,12060.25,12060.25,12054.25,12056.5,12056.5,82
2023-03-12 23:12:00-04:00,12058.0,12059.5,12055.25,12055.25,12055.25,92
2023-03-12 23:13:00-04:00,12056.0,12056.5,12053.0,12056.0,12056.0,66
2023-03-12 23:14:00-04:00,12055.0,12058.0,12053.0,12055.25,12055.25,82
2023-03-12 23:15:00-04:00,12057.0,12061.75,12056.0,12058.25,12058.25,145
2023-03-12 23:16:00-04:00,12057.0,12059.0,12054.25,12054.5,12054.5,79
2023-03-12 23:17:00-04:00,12054.5,12055.75,12054.5,12055.75,12055.75,62
